epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,15.4243,1.01482,3.80862,1.14899,0.02322,0.05244,0.01835,0.01245,1.25877,3.99619,1.13298,0.00028,0.00028,0.07228
2,29.9292,0.84072,2.82527,1.0308,0.04284,0.40023,0.08408,0.0615,0.96713,3.5654,1.02618,0.000567178,0.000567178,0.0435672
3,44.403,0.83754,2.3957,1.02175,0.69712,0.11703,0.20859,0.14179,1.21041,2.64736,1.12256,0.000851486,0.000851486,0.0148515
4,59.202,0.82346,2.19596,1.01708,0.4846,0.39993,0.31599,0.22564,1.21233,2.11317,1.16384,0.00098515,0.00098515,0.00098515
5,73.9391,0.75959,2.13936,0.98633,0.6419,0.42304,0.41169,0.29096,1.09391,2.23231,1.09366,0.0009802,0.0009802,0.0009802
6,88.3339,0.78484,1.94662,0.99253,0.48895,0.6202,0.53637,0.39684,1.03341,1.60594,1.03346,0.00097525,0.00097525,0.00097525
7,102.53,0.75895,1.85142,0.99387,0.57701,0.53321,0.50846,0.35617,1.11277,1.49371,1.06041,0.0009703,0.0009703,0.0009703
8,116.983,0.74976,1.71578,0.97904,0.66256,0.58686,0.56902,0.43835,0.94511,1.3604,0.99005,0.00096535,0.00096535,0.00096535
9,131.129,0.72295,1.57688,0.96748,0.71003,0.53634,0.61859,0.41813,1.29894,1.38942,1.16461,0.0009604,0.0009604,0.0009604
10,145.323,0.74844,1.56469,0.97777,0.70683,0.62829,0.66071,0.50385,0.97328,1.24395,0.9991,0.00095545,0.00095545,0.00095545
11,159.533,0.70184,1.46581,0.95156,0.82105,0.59988,0.70307,0.52592,1.01125,1.07405,1.02487,0.0009505,0.0009505,0.0009505
12,173.746,0.70477,1.34859,0.95793,0.7287,0.56005,0.65627,0.51396,0.79959,1.14587,0.94701,0.00094555,0.00094555,0.00094555
13,187.95,0.63901,1.31768,0.93773,0.58571,0.6774,0.69094,0.59003,0.58605,1.00219,0.86587,0.0009406,0.0009406,0.0009406
14,202.132,0.64936,1.23951,0.93837,0.66498,0.76794,0.76858,0.65015,0.58558,0.8917,0.86906,0.00093565,0.00093565,0.00093565
15,216.733,0.6546,1.22369,0.93713,0.65487,0.78028,0.80304,0.69603,0.54047,0.84552,0.85457,0.0009307,0.0009307,0.0009307
16,231.381,0.66677,1.18368,0.93101,0.7085,0.70584,0.8259,0.59721,1.01049,1.06145,1.01716,0.00092575,0.00092575,0.00092575
17,245.899,0.6391,1.12525,0.92395,0.80044,0.70668,0.80946,0.6557,0.72942,0.84729,0.90026,0.0009208,0.0009208,0.0009208
18,260.483,0.57653,1.06793,0.90457,0.76752,0.8099,0.86343,0.69585,0.74644,0.78,0.90257,0.00091585,0.00091585,0.00091585
19,275.099,0.58531,1.08129,0.90829,0.82142,0.80505,0.90603,0.71827,0.8125,0.73401,0.92566,0.0009109,0.0009109,0.0009109
20,289.859,0.58067,0.9916,0.90543,0.69609,0.87692,0.90271,0.75989,0.66051,0.69023,0.88614,0.00090595,0.00090595,0.00090595
21,304.299,0.57514,0.98355,0.89171,0.83796,0.7968,0.87066,0.63059,1.06215,0.79049,1.04175,0.000901,0.000901,0.000901
22,318.899,0.5991,0.94721,0.9182,0.72492,0.89273,0.88446,0.80764,0.43568,0.57173,0.81505,0.00089605,0.00089605,0.00089605
23,333.709,0.60412,0.9147,0.90889,0.83101,0.86038,0.89047,0.80682,0.45186,0.5795,0.81644,0.0008911,0.0008911,0.0008911
24,348.648,0.57462,0.88709,0.90416,0.7858,0.92661,0.92157,0.82808,0.47556,0.55301,0.8199,0.00088615,0.00088615,0.00088615
25,363.449,0.54942,0.87661,0.89324,0.78208,0.85538,0.89614,0.80346,0.49001,0.61132,0.82232,0.0008812,0.0008812,0.0008812
26,378.079,0.56277,0.85641,0.90071,0.83247,0.95687,0.96762,0.84729,0.56837,0.53159,0.84383,0.00087625,0.00087625,0.00087625
27,392.829,0.56071,0.81944,0.8948,0.84374,0.92441,0.97292,0.83962,0.57576,0.52211,0.84602,0.0008713,0.0008713,0.0008713
28,407.678,0.55396,0.87887,0.89501,0.87157,0.96106,0.96975,0.79755,0.70415,0.54689,0.89317,0.00086635,0.00086635,0.00086635
29,422.588,0.53956,0.80809,0.89016,0.88503,0.93921,0.95193,0.8169,0.63109,0.51393,0.86587,0.0008614,0.0008614,0.0008614
30,437.49,0.53339,0.79702,0.89083,0.86103,0.93163,0.9608,0.87202,0.45076,0.49814,0.8173,0.00085645,0.00085645,0.00085645
31,452.208,0.53306,0.76468,0.88752,0.87526,0.95096,0.97334,0.89428,0.38386,0.46291,0.80004,0.0008515,0.0008515,0.0008515
32,466.828,0.51448,0.73719,0.88661,0.8279,0.9457,0.96862,0.85781,0.52524,0.47155,0.84088,0.00084655,0.00084655,0.00084655
33,481.438,0.50052,0.70289,0.87627,0.91848,0.92957,0.97186,0.8781,0.47213,0.46559,0.81771,0.0008416,0.0008416,0.0008416
34,496.222,0.52952,0.73595,0.8872,0.90761,0.95756,0.9716,0.86943,0.48759,0.46418,0.82168,0.00083665,0.00083665,0.00083665
35,510.849,0.51776,0.72956,0.88647,0.90772,0.92791,0.96746,0.89286,0.42992,0.47317,0.80766,0.0008317,0.0008317,0.0008317
36,525.628,0.51414,0.71138,0.88691,0.90826,0.95255,0.97738,0.90096,0.39768,0.42689,0.79965,0.00082675,0.00082675,0.00082675
37,539.935,0.53214,0.70118,0.88467,0.91669,0.95997,0.98323,0.86521,0.50722,0.43943,0.82321,0.0008218,0.0008218,0.0008218
38,554.15,0.52642,0.69413,0.87736,0.95424,0.94551,0.98167,0.88514,0.46098,0.41303,0.81426,0.00081685,0.00081685,0.00081685
39,568.428,0.50411,0.71091,0.88698,0.89443,0.95914,0.97635,0.87654,0.47327,0.44195,0.81591,0.0008119,0.0008119,0.0008119
40,582.586,0.51771,0.71567,0.8966,0.91989,0.96576,0.98291,0.89264,0.4366,0.41225,0.80868,0.00080695,0.00080695,0.00080695
41,597.042,0.48507,0.6849,0.86965,0.94,0.98132,0.98299,0.88979,0.42341,0.41094,0.81022,0.000802,0.000802,0.000802
42,611.598,0.49404,0.66281,0.86825,0.9279,0.98277,0.98306,0.88444,0.46324,0.40744,0.81449,0.00079705,0.00079705,0.00079705
43,626.204,0.46178,0.60656,0.86458,0.96456,0.93387,0.98325,0.87543,0.51326,0.4153,0.82163,0.0007921,0.0007921,0.0007921
44,640.988,0.46466,0.63237,0.8569,0.89124,0.97344,0.98586,0.91422,0.37433,0.38092,0.79639,0.00078715,0.00078715,0.00078715
45,655.776,0.48185,0.62461,0.87516,0.93395,0.95796,0.98564,0.86912,0.57431,0.43599,0.84576,0.0007822,0.0007822,0.0007822
46,670.358,0.47013,0.59319,0.86414,0.96353,0.9574,0.97482,0.85434,0.57944,0.40983,0.83903,0.00077725,0.00077725,0.00077725
47,684.968,0.47111,0.62326,0.86754,0.92216,0.91827,0.97065,0.8781,0.46293,0.48919,0.81571,0.0007723,0.0007723,0.0007723
48,699.823,0.47156,0.60242,0.86338,0.91884,0.97555,0.98633,0.91205,0.38063,0.38098,0.79764,0.00076735,0.00076735,0.00076735
49,714.587,0.45088,0.57098,0.85659,0.8892,0.97498,0.98691,0.9177,0.36841,0.39512,0.79156,0.0007624,0.0007624,0.0007624
