epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,374.585,0.67969,2.11815,0.95745,0.79647,0.82295,0.87942,0.69305,0.88969,0.90687,0.97702,0.000166436,0.000166436,0.0668792
2,728.558,0.55059,0.7948,0.89732,0.93517,0.93794,0.97022,0.90635,0.38458,0.53087,0.81592,0.000332004,0.000332004,0.0337114
3,1081.72,0.51267,0.60948,0.88257,0.92827,0.93864,0.96944,0.90925,0.36444,0.48787,0.80935,0.000496471,0.000496471,0.000542575
4,1447.73,0.47293,0.51923,0.86916,0.95124,0.97771,0.98321,0.92348,0.35144,0.43138,0.80754,0.00049505,0.00049505,0.00049505
5,1814.62,0.45438,0.48494,0.86571,0.9733,0.98822,0.98313,0.91371,0.39424,0.36591,0.812,0.0004934,0.0004934,0.0004934
6,2181.42,0.43133,0.44591,0.85437,0.97255,0.98762,0.98371,0.92373,0.37065,0.3307,0.80747,0.00049175,0.00049175,0.00049175
7,2538.76,0.42532,0.42011,0.85294,0.97671,0.99266,0.98337,0.92836,0.34089,0.31003,0.80036,0.0004901,0.0004901,0.0004901
8,2887.81,0.41451,0.40374,0.84928,0.9793,0.99149,0.98345,0.9409,0.31952,0.27657,0.7976,0.00048845,0.00048845,0.00048845
9,3242.52,0.4048,0.38694,0.84936,0.97116,0.99009,0.9832,0.90736,0.41002,0.29925,0.81184,0.0004868,0.0004868,0.0004868
10,3592.95,0.39105,0.36038,0.84209,0.97719,0.9917,0.98314,0.94429,0.30143,0.27095,0.79287,0.00048515,0.00048515,0.00048515
11,3948.22,0.38565,0.35913,0.84308,0.98076,0.99287,0.98347,0.92779,0.35032,0.26842,0.80062,0.0004835,0.0004835,0.0004835
12,4311.89,0.36666,0.34543,0.84132,0.98083,0.99282,0.98376,0.95593,0.27774,0.24479,0.7887,0.00048185,0.00048185,0.00048185
13,4666.26,0.36197,0.34447,0.83547,0.97741,0.99053,0.98449,0.95318,0.2838,0.24794,0.78921,0.0004802,0.0004802,0.0004802
14,5026.64,0.34821,0.32854,0.83021,0.97986,0.991,0.98324,0.94859,0.2984,0.24591,0.79135,0.00047855,0.00047855,0.00047855
15,5386.41,0.355,0.3257,0.83465,0.98118,0.99298,0.98374,0.94954,0.30435,0.2368,0.79362,0.0004769,0.0004769,0.0004769
16,5735.32,0.34142,0.31343,0.83008,0.97212,0.99147,0.98324,0.95024,0.29485,0.23503,0.79113,0.00047525,0.00047525,0.00047525
17,6084.91,0.33004,0.30535,0.82693,0.97979,0.99213,0.98418,0.94714,0.30644,0.23102,0.7919,0.0004736,0.0004736,0.0004736
18,6434.46,0.32634,0.31032,0.82622,0.9801,0.99245,0.98387,0.95094,0.29676,0.22831,0.79187,0.00047195,0.00047195,0.00047195
19,6786.24,0.32705,0.29783,0.82782,0.97855,0.99261,0.98504,0.94974,0.30786,0.22288,0.79282,0.0004703,0.0004703,0.0004703
20,7150.41,0.31669,0.29527,0.8243,0.98024,0.99094,0.98383,0.95655,0.27849,0.2186,0.78751,0.00046865,0.00046865,0.00046865
21,7515.59,0.31108,0.28596,0.82029,0.97924,0.99125,0.9843,0.9333,0.35145,0.2311,0.8002,0.000467,0.000467,0.000467
22,7880.24,0.31426,0.28715,0.82308,0.98084,0.99253,0.98455,0.9636,0.25562,0.20516,0.78314,0.00046535,0.00046535,0.00046535
23,8244.68,0.3127,0.28469,0.82427,0.98028,0.99315,0.98434,0.96474,0.25085,0.21166,0.78266,0.0004637,0.0004637,0.0004637
