epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,14.7554,1.86171,4.51297,2.21658,0.32889,0.2969,0.1161,0.10162,0.5804,2.92772,1.0258,0.000792363,0.000792363,0.0681682
2,29.3833,1.00536,2.89534,1.33099,0.59472,0.40269,0.47198,0.33634,1.22232,2.02733,1.25222,0.00158609,0.00158609,0.0356286
3,46.5811,0.94414,2.0509,1.24127,0.68104,0.59006,0.6982,0.54765,0.99046,1.53649,1.10548,0.00236379,0.00236379,0.00307301
4,61.897,0.89445,1.6652,1.18957,0.74081,0.59342,0.76778,0.60738,0.85058,1.10653,1.05762,0.00235663,0.00235663,0.00235663
5,78.8334,0.89399,1.42262,1.18184,0.87155,0.63922,0.91198,0.72706,0.90996,0.96958,1.07596,0.00233259,0.00233259,0.00233259
6,93.4909,0.85813,1.27238,1.15925,0.72543,0.80094,0.92193,0.68371,1.08714,0.86245,1.23261,0.00230854,0.00230854,0.00230854
7,109.648,0.87679,1.09305,1.17554,0.85396,0.58237,0.79253,0.55856,1.16511,1.26298,1.28952,0.0022845,0.0022845,0.0022845
8,123.859,0.87751,1.07545,1.16403,0.82187,0.82907,0.91634,0.6791,1.13353,0.74718,1.2857,0.00226045,0.00226045,0.00226045
9,140.46,0.89055,1.01508,1.17271,0.82978,0.79666,0.92451,0.76728,0.82453,0.85047,1.04641,0.00223641,0.00223641,0.00223641
10,155.482,0.86714,0.96453,1.16294,0.92708,0.76286,0.97399,0.79792,0.80066,0.61722,1.04085,0.00221236,0.00221236,0.00221236
11,172.428,0.84005,0.91551,1.15239,0.89253,0.76105,0.92371,0.62455,1.3936,0.92836,1.49531,0.00218832,0.00218832,0.00218832
12,186.807,0.85126,0.8504,1.1673,0.82104,0.90886,0.96775,0.742,0.95927,0.63915,1.128,0.00216427,0.00216427,0.00216427
13,203.341,0.82151,0.86487,1.14411,0.87636,0.8166,0.93087,0.72932,0.95296,0.61332,1.13495,0.00214023,0.00214023,0.00214023
14,218.33,0.8218,0.78123,1.13413,0.8613,0.84478,0.98622,0.76679,0.98973,0.6114,1.15021,0.00211618,0.00211618,0.00211618
15,235.357,0.80773,0.77822,1.13352,0.779,0.92823,0.98965,0.78508,0.85137,0.54879,1.07538,0.00209214,0.00209214,0.00209214
16,250.17,0.82842,0.7809,1.136,0.85613,0.89059,0.96603,0.70085,1.16784,0.60735,1.28223,0.00206809,0.00206809,0.00206809
17,267.295,0.82947,0.7929,1.14311,0.75918,0.91603,0.97792,0.80822,0.79262,0.55257,1.02238,0.00204405,0.00204405,0.00204405
18,282.092,0.81231,0.71074,1.13664,0.86595,0.84523,0.98,0.7478,0.90872,0.61594,1.12563,0.00202,0.00202,0.00202
19,298.903,0.83401,0.74894,1.16144,0.87642,0.95873,0.98716,0.7984,0.88089,0.49306,1.0595,0.00199596,0.00199596,0.00199596
20,313.826,0.83548,0.73683,1.14341,0.9222,0.90462,0.98757,0.84101,0.71817,0.43265,0.98695,0.00197192,0.00197192,0.00197192
21,331.003,0.83895,0.7247,1.15039,0.87931,0.94374,0.98548,0.84626,0.63667,0.42808,0.9566,0.00194787,0.00194787,0.00194787
22,346.204,0.8252,0.69027,1.14015,0.87938,0.89419,0.98335,0.76777,0.95016,0.51286,1.13191,0.00192383,0.00192383,0.00192383
23,362.72,0.79129,0.62946,1.11496,0.85951,0.92985,0.97457,0.75282,0.98526,0.50238,1.14274,0.00189978,0.00189978,0.00189978
24,377.275,0.81072,0.66218,1.13847,0.86949,0.98995,0.98783,0.80982,0.81075,0.42724,1.05738,0.00187574,0.00187574,0.00187574
25,393.803,0.7826,0.67784,1.12052,0.85433,0.94854,0.97457,0.81525,0.78854,0.41657,1.01929,0.00185169,0.00185169,0.00185169
26,408.665,0.78683,0.63384,1.10697,0.89083,0.90452,0.98811,0.79396,0.879,0.55592,1.08404,0.00182765,0.00182765,0.00182765
27,425.32,0.80073,0.62486,1.12782,0.9443,0.92001,0.99025,0.75383,1.02475,0.46824,1.16267,0.0018036,0.0018036,0.0018036
28,439.612,0.76827,0.59902,1.09916,0.94248,0.86739,0.97111,0.80281,0.73808,0.4482,1.00859,0.00177956,0.00177956,0.00177956
