epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
56,637.253,1.10812,1.3705,1.33225,0.62091,0.74439,0.81427,0.52926,1.4212,1.27985,1.41037,0.0142629,0.0142629,0.0142629
57,648.781,1.10564,1.33618,1.34196,0.54587,0.87803,0.86875,0.55766,1.44068,1.09451,1.42853,0.0139529,0.0139529,0.0139529
58,658.939,1.11688,1.30143,1.35247,0.67044,0.74897,0.91331,0.60305,1.36075,1.00393,1.36745,0.0136429,0.0136429,0.0136429
59,671.145,1.12653,1.37314,1.3695,0.60664,0.79541,0.87007,0.58455,1.37974,0.98426,1.38286,0.0133329,0.0133329,0.0133329
60,682.38,1.12715,1.34237,1.35728,0.66467,0.76076,0.9151,0.5983,1.40962,1.0606,1.39654,0.0130229,0.0130229,0.0130229
61,694.938,1.08135,1.31623,1.35213,0.66665,0.81342,0.88535,0.57011,1.40944,0.99279,1.40646,0.012713,0.012713,0.012713
62,705.305,1.08036,1.25852,1.32779,0.66269,0.79446,0.88064,0.59997,1.28718,0.95833,1.31851,0.012403,0.012403,0.012403
63,717.462,1.08535,1.27772,1.33426,0.80472,0.69863,0.90137,0.63595,1.13961,0.89622,1.24508,0.012093,0.012093,0.012093
64,728.348,1.06274,1.26095,1.29341,0.61898,0.77465,0.84806,0.56563,1.32626,1.03686,1.34521,0.011783,0.011783,0.011783
65,741.195,1.07056,1.28076,1.29591,0.7832,0.68849,0.90375,0.59747,1.35595,0.9352,1.36893,0.011473,0.011473,0.011473
66,752.258,1.11256,1.28097,1.32763,0.66443,0.84778,0.87248,0.59265,1.26965,0.8815,1.31218,0.011163,0.011163,0.011163
67,763.413,1.10842,1.23705,1.32289,0.63478,0.74709,0.80883,0.50796,1.36011,1.13351,1.37172,0.010853,0.010853,0.010853
68,773.585,1.11793,1.27769,1.3496,0.55271,0.86844,0.86167,0.48671,1.74998,1.12501,1.68222,0.010543,0.010543,0.010543
69,785.357,1.08666,1.24044,1.32315,0.79119,0.68258,0.89636,0.533,1.6221,0.95644,1.55397,0.010233,0.010233,0.010233
70,796.512,1.08283,1.23819,1.29739,0.65858,0.82032,0.91696,0.5829,1.45506,0.90855,1.43701,0.00992299,0.00992299,0.00992299
71,809.09,1.07142,1.19572,1.30049,0.67599,0.85762,0.92464,0.59222,1.47236,0.973,1.4364,0.00961299,0.00961299,0.00961299
72,819.972,1.06471,1.21611,1.29106,0.64338,0.77328,0.88331,0.54291,1.50949,0.97845,1.45975,0.009303,0.009303,0.009303
73,831.63,1.07901,1.16067,1.30365,0.62816,0.92377,0.91583,0.61551,1.36845,0.83234,1.35566,0.008993,0.008993,0.008993
74,841.976,1.06809,1.16413,1.32078,0.64413,0.94254,0.93317,0.62999,1.33822,0.88454,1.33761,0.00868301,0.00868301,0.00868301
75,854.799,1.00902,1.14889,1.27326,0.70943,0.88518,0.9544,0.65218,1.32529,0.80737,1.32056,0.00837301,0.00837301,0.00837301
76,866.034,1.08545,1.20114,1.30025,0.73038,0.78906,0.89297,0.55366,1.49246,0.94347,1.44356,0.00806302,0.00806302,0.00806302
77,878.363,1.08455,1.15381,1.30822,0.64445,0.8932,0.90504,0.59201,1.45804,0.81419,1.41785,0.00775302,0.00775302,0.00775302
78,888.315,1.06832,1.16594,1.30321,0.61788,0.93812,0.92487,0.59056,1.47765,0.87276,1.43225,0.00744303,0.00744303,0.00744303
79,900.128,1.04949,1.12354,1.30871,0.6743,0.7712,0.85078,0.54741,1.49317,1.01705,1.43956,0.00713303,0.00713303,0.00713303
80,910.918,1.04097,1.16515,1.28595,0.62139,0.91524,0.92903,0.56704,1.50928,0.83623,1.45703,0.00682303,0.00682303,0.00682303
81,923.387,1.08513,1.17642,1.32071,0.63755,0.86121,0.92344,0.59485,1.53933,0.87556,1.48028,0.00651304,0.00651304,0.00651304
82,934.44,1.0347,1.08613,1.29358,0.64095,0.91041,0.88597,0.5493,1.51439,0.95235,1.45885,0.00620304,0.00620304,0.00620304
83,946.267,1.04511,1.109,1.29444,0.62993,0.92442,0.906,0.60351,1.39034,0.78162,1.36289,0.00589305,0.00589305,0.00589305
84,955.856,1.02305,1.04619,1.27179,0.82505,0.82306,0.94243,0.62768,1.37661,0.74788,1.36025,0.00558305,0.00558305,0.00558305
85,967.849,1.01883,1.06409,1.28997,0.6757,0.95279,0.94834,0.5986,1.52905,0.73519,1.45906,0.00527306,0.00527306,0.00527306
86,979.259,1.04733,1.11706,1.28584,0.70667,0.92049,0.94479,0.65849,1.23651,0.68927,1.26416,0.00496306,0.00496306,0.00496306
87,992.06,1.05764,1.08071,1.3027,0.65052,0.93487,0.95201,0.61605,1.3659,0.74559,1.35797,0.00465307,0.00465307,0.00465307
88,1002.54,1.01298,1.05208,1.29376,0.74513,0.85717,0.95551,0.61749,1.47462,0.75618,1.41978,0.00434307,0.00434307,0.00434307
89,1014.59,1.03429,1.0296,1.28274,0.70372,0.91612,0.94767,0.62861,1.42718,0.72789,1.38222,0.00403307,0.00403307,0.00403307
90,1024.5,1.02639,1.00054,1.27227,0.69598,0.90923,0.94754,0.66935,1.25385,0.71768,1.26983,0.00372308,0.00372308,0.00372308
91,1035.31,0.87724,0.66943,1.23341,0.74127,0.91963,0.96117,0.63339,1.39768,0.72228,1.37359,0.00341308,0.00341308,0.00341308
92,1044.55,0.84658,0.62435,1.20485,0.7485,0.88027,0.95951,0.63925,1.36902,0.70882,1.36173,0.00310309,0.00310309,0.00310309
93,1055.67,0.84628,0.60477,1.21483,0.72519,0.94736,0.94764,0.63642,1.29723,0.65659,1.31722,0.00279309,0.00279309,0.00279309
94,1064.94,0.87977,0.60882,1.2397,0.8271,0.89744,0.96654,0.61385,1.52198,0.69011,1.47058,0.0024831,0.0024831,0.0024831
95,1075.95,0.87504,0.60807,1.22037,0.74128,0.95506,0.94955,0.62464,1.41452,0.69797,1.38163,0.0021731,0.0021731,0.0021731
96,1084.36,0.8609,0.58619,1.21684,0.77792,0.95378,0.96431,0.61628,1.4533,0.66623,1.41568,0.0018631,0.0018631,0.0018631
97,1095.28,0.86277,0.57433,1.21647,0.79823,0.92671,0.96506,0.63838,1.3969,0.64532,1.36695,0.00155311,0.00155311,0.00155311
98,1104.88,0.85886,0.5766,1.21271,0.80079,0.93269,0.96236,0.66245,1.25311,0.61503,1.26309,0.00124311,0.00124311,0.00124311
99,1115.89,0.84774,0.57182,1.22005,0.77901,0.94951,0.95838,0.62446,1.43745,0.6512,1.39666,0.000933118,0.000933118,0.000933118
100,1124.34,0.86308,0.56316,1.21111,0.73347,0.98191,0.97017,0.6405,1.43305,0.63402,1.39034,0.000623122,0.000623122,0.000623122
