epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,8.84285,1.23872,5.7325,1.34849,0.4638,0.16006,0.10405,0.08821,0.77399,3.77311,0.96903,3.19362e-05,3.19362e-05,0.0770319
2,17.3009,0.62553,2.71311,0.96996,0.32883,0.39638,0.17897,0.15942,0.57705,2.94714,0.8908,6.46148e-05,6.46148e-05,0.0530646
3,27.3164,0.56868,2.12839,0.92663,0.59174,0.4861,0.42254,0.38212,0.58013,1.95227,0.89181,9.66336e-05,9.66336e-05,0.0290966
4,35.6834,0.56722,1.93951,0.92767,0.76544,0.47267,0.53564,0.47539,0.59796,1.63395,0.89208,0.000127993,0.000127993,0.00512799
5,45.1886,0.5574,1.61863,0.91899,0.7175,0.57761,0.65052,0.58059,0.58345,1.30423,0.88861,0.000133354,0.000133354,0.000133354
6,53.175,0.53501,1.39045,0.91003,0.73097,0.6282,0.69786,0.62248,0.60664,1.18544,0.89036,0.00013198,0.00013198,0.00013198
7,62.6836,0.5221,1.26822,0.89987,0.89153,0.59083,0.77512,0.68133,0.65564,1.03914,0.90938,0.000130605,0.000130605,0.000130605
8,70.7707,0.50895,1.1285,0.90304,0.82714,0.67231,0.80685,0.72773,0.52689,0.96876,0.87386,0.00012923,0.00012923,0.00012923
9,80.79,0.48723,1.01819,0.88041,0.83179,0.67218,0.84307,0.76292,0.54762,0.82974,0.87692,0.000127856,0.000127856,0.000127856
10,89.1029,0.4952,1.00217,0.88798,0.7468,0.79311,0.8869,0.77537,0.64966,0.76067,0.90708,0.000126481,0.000126481,0.000126481
