epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,10.7089,1.59836,5.18915,1.65876,0,0,0,0,nan,nan,nan,0.00562699,0.00562699,0.0730029
2,20.8717,1.63354,3.46559,1.60526,0,0,0,0,nan,nan,nan,0.0112637,0.0112637,0.0453062
3,32.4077,1.46201,2.98033,1.46545,0,0,0,0,4.07873,inf,102.069,0.0167865,0.0167865,0.0174958
4,43.2906,1.39003,2.8622,1.40638,0.00693,0.26088,0.02761,0.01546,1.89761,6.12425,2.02674,0.0167357,0.0167357,0.0167357
5,56.0917,1.40208,2.73266,1.42063,0,0,0,0,3.75549,14.9066,8.28771,0.0165649,0.0165649,0.0165649
6,65.9661,1.38478,2.49453,1.36083,0.00149,0.13876,0.00207,0.00099,3.51859,24.4599,6.21881,0.0163942,0.0163942,0.0163942
7,77.5783,1.31289,2.36017,1.30795,0.45218,0.24953,0.14873,0.09405,1.47294,4.89721,1.39417,0.0162234,0.0162234,0.0162234
8,87.6546,1.28134,2.33597,1.29009,0.23215,0.44109,0.12199,0.08164,1.37753,12.0824,1.32442,0.0160527,0.0160527,0.0160527
9,99.0132,1.2754,2.23172,1.25459,0.47179,0.40657,0.2358,0.13463,1.5141,4.02132,1.47468,0.0158819,0.0158819,0.0158819
10,108.909,1.21321,2.19386,1.23727,0.42847,0.3141,0.26657,0.16418,1.27459,3.45389,1.18373,0.0157112,0.0157112,0.0157112
11,121.833,1.20149,2.06647,1.25591,0.03828,0.7062,0.19993,0.10524,1.74865,5.24141,1.6339,0.0155404,0.0155404,0.0155404
12,133.251,1.25133,2.08201,1.30031,0.4692,0.38647,0.34392,0.1938,1.67424,2.27787,1.40652,0.0153697,0.0153697,0.0153697
13,146.354,1.1547,2.00274,1.2024,0.05661,0.75969,0.28761,0.17592,1.7155,3.06285,1.54092,0.0151989,0.0151989,0.0151989
14,157.781,1.17044,1.89739,1.24979,0.26428,0.47911,0.34529,0.24457,1.19182,2.24805,1.14249,0.0150281,0.0150281,0.0150281
15,170.843,1.2341,1.87204,1.26205,0.55481,0.2033,0.26555,0.18102,1.17131,2.88642,1.17491,0.0148574,0.0148574,0.0148574
16,181.085,1.16893,1.77552,1.19081,0.37408,0.53564,0.43514,0.22094,1.7355,2.2945,1.42258,0.0146866,0.0146866,0.0146866
17,192.501,1.13033,1.84195,1.16936,0.4744,0.33989,0.42244,0.29467,1.23045,2.41529,1.18556,0.0145159,0.0145159,0.0145159
18,202.288,1.12567,1.79816,1.17997,0.52469,0.49859,0.48355,0.25658,1.55845,2.08172,1.32561,0.0143451,0.0143451,0.0143451
19,214.755,1.09366,1.84074,1.17637,0.28184,0.45718,0.38504,0.17618,1.93697,2.36632,1.62084,0.0141744,0.0141744,0.0141744
20,225.991,1.14869,1.76198,1.20045,0.38268,0.42975,0.40688,0.22571,1.53035,2.25039,1.26062,0.0140036,0.0140036,0.0140036
21,239.202,1.09629,1.61846,1.15344,0.38574,0.57848,0.49355,0.25611,1.72238,1.83783,1.38538,0.0138329,0.0138329,0.0138329
22,250.904,1.18386,1.66251,1.22273,0.43704,0.39671,0.40365,0.25704,1.47083,2.17154,1.30262,0.0136621,0.0136621,0.0136621
23,262.486,1.10125,1.65092,1.14949,0.42214,0.55745,0.52281,0.30517,1.78058,1.80539,1.52401,0.0134914,0.0134914,0.0134914
24,273.695,1.11687,1.58968,1.17065,0.48976,0.58941,0.54661,0.33672,1.58347,1.57406,1.36546,0.0133206,0.0133206,0.0133206
25,286.719,1.07794,1.59824,1.15199,0.37576,0.62649,0.57858,0.4036,1.19995,1.73444,1.11846,0.0131498,0.0131498,0.0131498
26,297.572,1.09827,1.49438,1.1539,0.3828,0.55543,0.53546,0.31892,1.70551,2.11746,1.36637,0.0129791,0.0129791,0.0129791
27,308.899,1.0481,1.48249,1.12347,0.48326,0.60677,0.64022,0.32958,1.89487,1.57525,1.55989,0.0128083,0.0128083,0.0128083
28,318.529,1.14608,1.43263,1.16748,0.52362,0.63916,0.67936,0.38873,1.69642,1.49383,1.34602,0.0126376,0.0126376,0.0126376
29,330.062,1.08892,1.39914,1.15841,0.50735,0.63759,0.62012,0.37396,1.70322,1.57572,1.39397,0.0124668,0.0124668,0.0124668
30,339.932,1.14594,1.50654,1.19748,0.48971,0.63321,0.67976,0.47401,1.19242,1.32482,1.127,0.0122961,0.0122961,0.0122961
31,351.345,1.08458,1.33532,1.13681,0.48506,0.67473,0.65575,0.37313,1.83781,1.46886,1.50982,0.0121253,0.0121253,0.0121253
32,361.244,1.0975,1.37654,1.15958,0.57695,0.67225,0.70468,0.3985,1.79389,1.31174,1.44963,0.0119546,0.0119546,0.0119546
33,372.704,1.04311,1.33764,1.13447,0.52679,0.68511,0.66669,0.39907,1.53907,1.461,1.28052,0.0117838,0.0117838,0.0117838
