epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,15.1592,1.89866,4.96126,2.26183,0.64855,0.05814,0.0459,0.03313,1.01258,4.04931,1.19933,7.16262e-05,7.16262e-05,0.0674475
2,30.3329,1.49733,4.41932,1.77151,0.51582,0.11771,0.10555,0.08886,0.54185,3.26932,1.00243,0.000143376,0.000143376,0.0341859
3,47.5615,0.9185,3.46074,1.30052,0.36709,0.34629,0.20022,0.16004,0.89236,2.48292,1.11182,0.000213677,0.000213677,0.000922896
4,62.5407,0.73889,2.66464,1.14707,0.59743,0.45501,0.46492,0.36616,0.92971,1.76298,1.10267,0.000213029,0.000213029,0.000213029
5,78.9404,0.73298,2.16433,1.11529,0.66902,0.5132,0.56849,0.44057,1.00136,1.36688,1.12433,0.000210856,0.000210856,0.000210856
6,93.598,0.67758,1.79133,1.07417,0.79948,0.56179,0.69303,0.56691,0.89425,1.22566,1.06997,0.000208682,0.000208682,0.000208682
7,110.941,0.65626,1.58995,1.05814,0.70329,0.69116,0.73192,0.61682,0.78317,1.15476,1.0152,0.000206509,0.000206509,0.000206509
8,125.872,0.67342,1.35565,1.06027,0.83292,0.72618,0.87348,0.74164,0.72975,0.84348,0.99314,0.000204335,0.000204335,0.000204335
9,142.367,0.65002,1.22603,1.05369,0.90754,0.75026,0.8936,0.69281,0.99377,0.73778,1.13239,0.000202162,0.000202162,0.000202162
10,157.535,0.64816,1.19514,1.04649,0.81749,0.82926,0.90134,0.69268,1.02569,0.69627,1.14995,0.000199988,0.000199988,0.000199988
11,174.813,0.64202,1.06717,1.03369,0.91444,0.81215,0.94529,0.74438,0.91443,0.61465,1.08517,0.000197814,0.000197814,0.000197814
12,189.441,0.60383,0.98491,0.99801,0.85237,0.90356,0.94484,0.74867,0.9258,0.60692,1.09133,0.000195641,0.000195641,0.000195641
13,206.241,0.60658,0.95119,1.02093,0.88683,0.85779,0.92713,0.7056,1.08155,0.62558,1.19046,0.000193467,0.000193467,0.000193467
14,221.048,0.59346,0.86373,1.00801,0.90404,0.92605,0.94984,0.76835,0.84263,0.52568,1.05837,0.000191294,0.000191294,0.000191294
15,238.216,0.6022,0.85933,1.00835,0.85532,0.92207,0.9585,0.82948,0.65196,0.48266,0.95252,0.00018912,0.00018912,0.00018912
16,252.731,0.62693,0.83282,1.03487,0.90842,0.90568,0.97247,0.78305,0.88664,0.51046,1.07555,0.000186947,0.000186947,0.000186947
17,269.173,0.6122,0.7742,1.01858,0.87514,0.91782,0.98109,0.8138,0.76137,0.46645,1.00998,0.000184773,0.000184773,0.000184773
18,284.365,0.57935,0.75247,0.99372,0.92438,0.89704,0.98469,0.82664,0.77393,0.45101,1.00984,0.0001826,0.0001826,0.0001826
19,301.868,0.59561,0.77602,1.02587,0.93017,0.9065,0.9749,0.84734,0.60197,0.43542,0.94425,0.000180426,0.000180426,0.000180426
