epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,13.5789,1.0796,4.12369,1.39913,0.81682,0.08214,0.12709,0.11564,0.44586,2.6099,0.90121,2.75407e-05,2.75407e-05,0.0770275
2,27.0391,0.51835,2.0735,0.95032,0.38312,0.41135,0.37444,0.32889,0.57482,2.08753,0.91646,5.57216e-05,5.57216e-05,0.0530557
3,42.7652,0.49104,1.50019,0.93429,0.64623,0.55126,0.64622,0.58003,0.4955,1.4646,0.88265,8.33335e-05,8.33335e-05,0.0290833
4,56.2026,0.47121,1.29645,0.92766,0.72464,0.74984,0.83023,0.77759,0.39462,0.9824,0.84982,0.000110376,0.000110376,0.00511038
5,71.7285,0.45705,1.12378,0.91197,0.65996,0.76348,0.84829,0.79193,0.38782,0.87796,0.84697,0.000115,0.000115,0.000115
6,84.9114,0.43525,0.93073,0.90166,0.75914,0.87454,0.90841,0.8569,0.37709,0.6925,0.83463,0.000113815,0.000113815,0.000113815
7,100.785,0.45214,0.90427,0.89666,0.74825,0.88143,0.96039,0.89315,0.41235,0.64435,0.8495,0.000112629,0.000112629,0.000112629
8,114.145,0.42169,0.78905,0.88782,0.82276,0.8582,0.96338,0.90572,0.39904,0.62961,0.84325,0.000111444,0.000111444,0.000111444
9,129.215,0.40065,0.67531,0.87574,0.85176,0.91552,0.98206,0.92316,0.4021,0.52135,0.83509,0.000110259,0.000110259,0.000110259
10,142.563,0.41221,0.69622,0.88155,0.83896,0.91946,0.98502,0.9224,0.37881,0.49285,0.83028,0.000109073,0.000109073,0.000109073
11,158.179,0.43676,0.66603,0.90088,0.84436,0.93255,0.98716,0.90786,0.43588,0.49659,0.8539,0.000107888,0.000107888,0.000107888
12,171.507,0.41316,0.65003,0.88435,0.87728,0.93232,0.98964,0.92999,0.37947,0.45562,0.83793,0.000106702,0.000106702,0.000106702
13,186.746,0.39863,0.56834,0.87288,0.81332,0.95415,0.98894,0.92283,0.44527,0.49768,0.85168,0.000105517,0.000105517,0.000105517
14,199.688,0.41728,0.57359,0.88578,0.9402,0.8646,0.98564,0.93854,0.35876,0.448,0.82239,0.000104331,0.000104331,0.000104331
15,215.229,0.39415,0.51145,0.87416,0.81579,0.93614,0.97436,0.89117,0.51127,0.46874,0.87388,0.000103146,0.000103146,0.000103146
16,228.65,0.39747,0.49033,0.87832,0.84616,0.98357,0.97758,0.93401,0.33496,0.41292,0.81705,0.00010196,0.00010196,0.00010196
17,244.004,0.39641,0.51105,0.87551,0.89758,0.95861,0.98211,0.90225,0.46011,0.45036,0.85625,0.000100775,0.000100775,0.000100775
18,257.046,0.40933,0.51608,0.86609,0.91619,0.98614,0.98857,0.91245,0.44868,0.40653,0.85314,9.95895e-05,9.95895e-05,9.95895e-05
19,272.047,0.40493,0.48371,0.87234,0.86369,0.98519,0.98834,0.93325,0.38109,0.41677,0.837,9.8404e-05,9.8404e-05,9.8404e-05
20,285.406,0.38172,0.47648,0.86375,0.85181,0.97926,0.98528,0.90724,0.45738,0.41523,0.86226,9.72186e-05,9.72186e-05,9.72186e-05
21,300.971,0.38463,0.44787,0.8718,0.92142,0.93893,0.98809,0.90878,0.45286,0.39736,0.86029,9.60332e-05,9.60332e-05,9.60332e-05
22,314.072,0.36728,0.4327,0.85044,0.93781,0.98292,0.99034,0.94485,0.35852,0.32943,0.82705,9.48477e-05,9.48477e-05,9.48477e-05
23,329.258,0.35638,0.40543,0.84959,0.90125,0.98659,0.98953,0.93539,0.37781,0.35347,0.82542,9.36623e-05,9.36623e-05,9.36623e-05
24,342.663,0.37482,0.42948,0.86528,0.86548,0.96536,0.99034,0.95856,0.30702,0.3526,0.80713,9.24768e-05,9.24768e-05,9.24768e-05
25,358.095,0.35334,0.38564,0.85036,0.95321,0.90295,0.98854,0.9388,0.34387,0.35772,0.81868,9.12914e-05,9.12914e-05,9.12914e-05
26,370.986,0.35748,0.39369,0.86107,0.89935,0.96736,0.99046,0.96263,0.29158,0.33794,0.80832,9.01059e-05,9.01059e-05,9.01059e-05
27,386.144,0.34972,0.37754,0.84122,0.93346,0.91616,0.98954,0.94884,0.34345,0.35404,0.82198,8.89205e-05,8.89205e-05,8.89205e-05
28,399.44,0.34076,0.39986,0.85013,0.8907,0.91671,0.98863,0.93557,0.37659,0.37439,0.83074,8.7735e-05,8.7735e-05,8.7735e-05
29,414.538,0.3508,0.37673,0.84363,0.92893,0.95731,0.99043,0.94325,0.35242,0.3345,0.82192,8.65496e-05,8.65496e-05,8.65496e-05
30,427.874,0.35476,0.3666,0.84853,0.89554,0.98687,0.98886,0.93347,0.37691,0.33487,0.82681,8.53641e-05,8.53641e-05,8.53641e-05
31,443.123,0.36143,0.39089,0.86602,0.85815,0.98176,0.98698,0.94787,0.32115,0.35967,0.81201,8.41787e-05,8.41787e-05,8.41787e-05
32,456.309,0.34661,0.38685,0.86084,0.85275,0.97904,0.99054,0.92964,0.37753,0.36303,0.83288,8.29932e-05,8.29932e-05,8.29932e-05
33,471.755,0.33822,0.356,0.85705,0.90362,0.97716,0.99026,0.94891,0.34221,0.33785,0.82167,8.18078e-05,8.18078e-05,8.18078e-05
34,484.892,0.36034,0.3739,0.85437,0.88942,0.97555,0.99031,0.95011,0.33365,0.34006,0.81447,8.06223e-05,8.06223e-05,8.06223e-05
35,499.788,0.34775,0.3519,0.84166,0.88736,0.95741,0.99048,0.94055,0.37634,0.34791,0.8251,7.94369e-05,7.94369e-05,7.94369e-05
36,512.823,0.35006,0.36012,0.85902,0.91568,0.97666,0.9906,0.9547,0.31177,0.32136,0.80819,7.82515e-05,7.82515e-05,7.82515e-05
37,528.168,0.32455,0.32932,0.83883,0.94198,0.97709,0.98979,0.95912,0.31376,0.3089,0.80848,7.7066e-05,7.7066e-05,7.7066e-05
38,541.323,0.33782,0.35099,0.84402,0.91386,0.9847,0.98709,0.95429,0.32831,0.31771,0.81452,7.58806e-05,7.58806e-05,7.58806e-05
