epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,16.0596,1.40322,4.24777,1.71916,0.58047,0.24502,0.18795,0.15178,0.92164,2.77725,1.09709,0.000800624,0.000800624,0.0681765
2,32.0597,0.70648,2.15753,1.09954,0.55966,0.6024,0.60589,0.55285,0.47173,1.62256,0.90163,0.00160263,0.00160263,0.0356452
3,49.8235,0.60585,1.58936,1.01552,0.62315,0.57691,0.63606,0.54867,0.6114,1.67468,0.95652,0.00238843,0.00238843,0.00309765
4,65.1422,0.64597,1.4662,1.04754,0.75648,0.71813,0.80046,0.70611,0.54631,1.38024,0.9273,0.0023812,0.0023812,0.0023812
5,82.2845,0.66669,1.31834,1.04425,0.59679,0.82166,0.86363,0.69326,0.848,1.07558,1.12003,0.0023569,0.0023569,0.0023569
6,96.8205,0.6426,1.13364,1.02521,0.80815,0.68488,0.85849,0.73599,0.64062,0.94527,0.99893,0.00233261,0.00233261,0.00233261
7,114.56,0.65854,1.13878,1.03752,0.7947,0.63318,0.78898,0.69014,0.5678,1.19082,0.94102,0.00230831,0.00230831,0.00230831
8,129.845,0.6339,0.92748,1.02149,0.83688,0.77736,0.89595,0.76039,0.70372,0.87675,1.0164,0.00228402,0.00228402,0.00228402
9,146.501,0.62779,0.90298,1.02487,0.72886,0.66692,0.79374,0.63276,0.89455,1.16404,1.1301,0.00225972,0.00225972,0.00225972
10,161.245,0.5971,0.86426,0.9989,0.80832,0.81705,0.92683,0.8604,0.43317,0.65749,0.88312,0.00223543,0.00223543,0.00223543
11,178.665,0.60643,0.8401,1.01128,0.86102,0.82406,0.97095,0.80448,0.65693,0.66592,1.00495,0.00221113,0.00221113,0.00221113
12,193.513,0.59052,0.74992,0.9865,0.76991,0.87752,0.91944,0.76743,0.67276,0.66961,1.01628,0.00218684,0.00218684,0.00218684
13,209.964,0.59511,0.8094,1.00312,0.79178,0.88331,0.92623,0.76379,0.72185,0.71036,1.03094,0.00216254,0.00216254,0.00216254
14,225.14,0.60182,0.74348,1.0051,0.84667,0.85238,0.95257,0.84164,0.58086,0.64272,0.94893,0.00213824,0.00213824,0.00213824
15,242.651,0.60609,0.70094,0.99733,0.84926,0.89461,0.98314,0.86233,0.56599,0.54465,0.94447,0.00211395,0.00211395,0.00211395
16,257.83,0.59353,0.67853,1.0012,0.89402,0.89281,0.96554,0.79103,0.7778,0.62044,1.09418,0.00208965,0.00208965,0.00208965
17,275.395,0.57947,0.64845,0.99469,0.90026,0.86527,0.9767,0.87258,0.52364,0.55496,0.94057,0.00206536,0.00206536,0.00206536
18,290.851,0.5735,0.62225,0.99344,0.8418,0.93088,0.98336,0.84381,0.5801,0.55651,0.95642,0.00204106,0.00204106,0.00204106
19,308.233,0.57104,0.59277,0.97873,0.83978,0.96211,0.98512,0.8648,0.57056,0.44423,0.94829,0.00201677,0.00201677,0.00201677
20,322.941,0.57362,0.62495,0.97702,0.93709,0.82725,0.96516,0.84806,0.61134,0.51402,0.98476,0.00199247,0.00199247,0.00199247
21,339.63,0.56122,0.6175,0.97835,0.83451,0.93393,0.98845,0.91007,0.43536,0.42436,0.89281,0.00196818,0.00196818,0.00196818
