epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,9.27622,1.6921,5.8113,1.66746,0.53828,0.10924,0.0852,0.07615,0.49229,3.40799,0.93468,0.00132983,0.00132983,0.0783298
2,17.9888,0.81275,2.73203,1.09749,0.3867,0.34823,0.24617,0.2215,0.60221,2.50001,0.90455,0.00269058,0.00269058,0.0556906
3,28.0593,0.69618,1.91298,1.03433,0.76611,0.36299,0.50642,0.43991,0.60593,2.37619,0.89785,0.00402385,0.00402385,0.0330239
4,36.6344,0.73892,1.79168,1.03352,0.1928,0.48476,0.35231,0.30014,0.56091,6.11448,0.90508,0.00532965,0.00532965,0.0103297
5,46.8925,0.71884,1.58668,0.99495,0.25227,0.40494,0.27752,0.22085,1.18643,4.25328,1.31682,0.00555292,0.00555292,0.00555292
6,55.6472,0.73491,1.54454,1.01135,0.67842,0.44935,0.55243,0.454,0.76604,3.12114,0.9679,0.00549568,0.00549568,0.00549568
7,66.052,0.76703,1.42234,1.01919,0.6439,0.51558,0.59454,0.49815,0.66322,1.99675,0.93883,0.00543844,0.00543844,0.00543844
8,74.5611,0.75938,1.32742,1.02022,0.66121,0.65986,0.74846,0.63426,0.64667,1.78936,0.92172,0.0053812,0.0053812,0.0053812
9,84.5501,0.73187,1.18826,1.00154,0.70873,0.47505,0.68117,0.56164,0.79392,1.74944,0.99945,0.00532396,0.00532396,0.00532396
10,93.0458,0.71105,1.14454,0.98339,0.73541,0.59045,0.7412,0.63621,0.62237,1.63798,0.91542,0.00526672,0.00526672,0.00526672
11,103.483,0.72135,1.10106,0.98107,0.71823,0.39363,0.52998,0.43043,0.77479,2.22436,0.98419,0.00520948,0.00520948,0.00520948
12,112.472,0.69049,1.00433,0.9715,0.54966,0.22013,0.29041,0.22855,1.01302,3.25091,1.14798,0.00515223,0.00515223,0.00515223
