epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,11.5624,1.39986,4.18414,1.43899,1e-05,0.02326,3e-05,1e-05,1.35701,4.02609,1.4069,2.84801e-05,2.84801e-05,0.0770285
2,20.9828,0.99086,3.49128,1.15668,0.00026,0.09302,0.00863,0.00484,1.26726,3.7997,1.13906,5.76223e-05,5.76223e-05,0.0530576
3,31.6848,0.983,3.22602,1.12942,0.00495,0.2093,0.06231,0.02955,1.69452,3.78665,1.39292,8.61761e-05,8.61761e-05,0.0290862
4,40.6058,0.94248,3.1188,1.1048,0.05222,0.46163,0.19667,0.12451,1.40122,3.33409,1.17796,0.000114141,0.000114141,0.00511414
5,50.6345,0.92108,2.91001,1.10458,0.67715,0.13715,0.30389,0.24417,0.88932,2.93648,1.01513,0.000118923,0.000118923,0.000118923
6,58.9521,0.9044,2.83716,1.0942,0.57292,0.22435,0.31829,0.25226,0.89073,2.61679,1.01334,0.000117697,0.000117697,0.000117697
7,69.0557,0.87159,2.6693,1.08039,0.51533,0.32019,0.38121,0.30103,0.92458,2.28506,1.02432,0.000116471,0.000116471,0.000116471
8,77.9126,0.85268,2.64833,1.0599,0.65296,0.33201,0.42997,0.33226,0.9057,2.02983,1.00593,0.000115245,0.000115245,0.000115245
9,88.77,0.83952,2.4918,1.05735,0.52106,0.46444,0.44315,0.37762,0.62509,1.87333,0.91648,0.000114019,0.000114019,0.000114019
10,97.6165,0.83986,2.34019,1.0692,0.52885,0.53361,0.5015,0.35622,1.17686,1.83382,1.15549,0.000112794,0.000112794,0.000112794
