epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,16.4296,1.74196,1.51606,1.50663,0.83987,0.89679,0.94856,0.75518,0.72175,0.69406,0.89565,2.338e-05,2.338e-05,2.338e-05
2,29.0945,1.02167,1.23057,1.07033,0.86462,0.91052,0.94542,0.85956,0.46415,0.63936,0.8196,4.79505e-05,4.79505e-05,4.79505e-05
3,41.8377,0.6478,1.0771,0.91853,0.86125,0.90953,0.93844,0.7375,0.99144,0.75926,0.96307,7.20251e-05,7.20251e-05,7.20251e-05
4,54.5275,0.55642,0.99794,0.87091,0.81898,0.92991,0.93619,0.83469,0.54418,0.6107,0.83804,9.56037e-05,9.56037e-05,9.56037e-05
5,67.3023,0.4578,0.87919,0.86458,0.86768,0.89615,0.93926,0.86074,0.41567,0.57777,0.80658,0.000118686,0.000118686,0.000118686
6,79.9135,0.43854,0.86956,0.84877,0.80014,0.95129,0.93666,0.85682,0.44729,0.5454,0.80868,0.000141273,0.000141273,0.000141273
7,92.6252,0.41441,0.77979,0.84129,0.83894,0.93884,0.94346,0.89497,0.32559,0.48819,0.78751,0.00015708,0.00015708,0.00015708
8,105.153,0.40714,0.75376,0.85136,0.87173,0.912,0.94218,0.90163,0.303,0.48131,0.78275,0.000155427,0.000155427,0.000155427
9,117.648,0.3891,0.78627,0.83333,0.91776,0.90608,0.95416,0.90534,0.32324,0.45134,0.78545,0.000153774,0.000153774,0.000153774
10,130.273,0.37754,0.701,0.83695,0.89634,0.92985,0.96217,0.93194,0.26976,0.43056,0.7768,0.00015212,0.00015212,0.00015212
11,142.589,0.36735,0.70457,0.82609,0.86461,0.94733,0.96067,0.92872,0.27543,0.42844,0.77733,0.000150467,0.000150467,0.000150467
12,154.724,0.35127,0.68595,0.82016,0.90783,0.9066,0.96186,0.93575,0.26343,0.41623,0.77513,0.000148814,0.000148814,0.000148814
13,167.176,0.37351,0.6979,0.8387,0.95193,0.88257,0.95835,0.93064,0.26537,0.40065,0.77486,0.00014716,0.00014716,0.00014716
14,179.978,0.34388,0.65462,0.82358,0.92687,0.91958,0.97031,0.93473,0.28288,0.41376,0.77771,0.000145507,0.000145507,0.000145507
15,192.463,0.34473,0.65505,0.82628,0.93468,0.90856,0.96516,0.93723,0.26023,0.40042,0.77406,0.000143854,0.000143854,0.000143854
16,205.015,0.36149,0.6354,0.82925,0.94245,0.91279,0.96722,0.93672,0.27576,0.3843,0.77599,0.0001422,0.0001422,0.0001422
17,217.595,0.35545,0.64817,0.83197,0.93899,0.91402,0.96937,0.94577,0.25013,0.37039,0.77162,0.000140547,0.000140547,0.000140547
18,230.195,0.33382,0.62401,0.82442,0.9494,0.90648,0.97654,0.94906,0.25684,0.38924,0.77244,0.000138894,0.000138894,0.000138894
19,242.691,0.32358,0.59195,0.81288,0.95212,0.91265,0.98801,0.96257,0.24699,0.36823,0.77021,0.000137241,0.000137241,0.000137241
