epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,15.0296,0.3018,0.37958,0.80272,0.90729,0.95597,0.99284,0.96588,0.27036,0.39224,0.76958,2.8e-05,2.8e-05,0.072028
2,29.8475,0.29209,0.36101,0.81302,0.96968,0.98416,0.99449,0.97938,0.23567,0.26423,0.76505,5.6913e-05,5.6913e-05,0.0430569
3,44.5488,0.26772,0.3463,0.79763,0.9718,0.98746,0.99368,0.98251,0.22272,0.25949,0.76282,8.54759e-05,8.54759e-05,0.0140855
4,59.1307,0.25878,0.34438,0.79627,0.97617,0.98842,0.99361,0.9835,0.21986,0.25535,0.76317,9.86323e-05,9.86323e-05,9.86323e-05
5,73.7475,0.26288,0.34088,0.79976,0.97697,0.98893,0.99388,0.98288,0.21921,0.24659,0.76348,9.75773e-05,9.75773e-05,9.75773e-05
6,88.3614,0.24873,0.32114,0.78857,0.97839,0.99063,0.99388,0.9869,0.21201,0.2431,0.76198,9.6232e-05,9.6232e-05,9.6232e-05
7,103.146,0.2604,0.33232,0.79488,0.97686,0.99183,0.99437,0.98797,0.20155,0.23606,0.76107,9.46048e-05,9.46048e-05,9.46048e-05
8,117.489,0.2496,0.30697,0.79852,0.97907,0.99275,0.99451,0.98716,0.20281,0.23411,0.76197,9.27057e-05,9.27057e-05,9.27057e-05
9,132.535,0.24923,0.31752,0.79977,0.97934,0.99336,0.9945,0.98654,0.20822,0.23504,0.76274,9.05463e-05,9.05463e-05,9.05463e-05
10,147.377,0.25237,0.31815,0.79966,0.97868,0.9954,0.99458,0.98609,0.20233,0.23069,0.76192,8.81401e-05,8.81401e-05,8.81401e-05
11,161.963,0.26179,0.33649,0.79316,0.97845,0.99312,0.99446,0.98711,0.19142,0.22297,0.76025,8.55018e-05,8.55018e-05,8.55018e-05
12,176.497,0.24766,0.31169,0.79547,0.97817,0.98872,0.99459,0.98815,0.19696,0.22415,0.76096,8.26477e-05,8.26477e-05,8.26477e-05
13,191.316,0.2501,0.34497,0.80376,0.9769,0.98527,0.99472,0.98501,0.21647,0.2325,0.76363,7.95954e-05,7.95954e-05,7.95954e-05
14,205.893,0.25873,0.33038,0.80007,0.97517,0.98885,0.99489,0.9869,0.19931,0.22486,0.76132,7.63637e-05,7.63637e-05,7.63637e-05
15,220.32,0.24595,0.31987,0.79861,0.97232,0.98845,0.9949,0.9907,0.19043,0.2191,0.76018,7.29725e-05,7.29725e-05,7.29725e-05
16,234.727,0.23352,0.30137,0.79559,0.97774,0.99061,0.9949,0.98776,0.1982,0.21882,0.76109,6.94428e-05,6.94428e-05,6.94428e-05
17,249.466,0.25278,0.3212,0.81543,0.98062,0.99144,0.99489,0.98739,0.20493,0.21948,0.76181,6.57963e-05,6.57963e-05,6.57963e-05
18,264.12,0.24559,0.30922,0.79274,0.97998,0.99165,0.99489,0.98832,0.20111,0.22204,0.76111,6.20555e-05,6.20555e-05,6.20555e-05
19,278.91,0.25153,0.31206,0.79263,0.97946,0.99134,0.99479,0.98938,0.19607,0.22686,0.76029,5.82435e-05,5.82435e-05,5.82435e-05
