epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,12.8972,1.30681,6.21393,1.3653,0,0,0,0,0.70876,4.34139,0.90808,0.000667998,0.000667998,0.0680439
2,25.305,0.90954,5.41558,1.0818,0.01595,0.21202,0.04688,0.03459,0.9254,3.51551,1.03439,0.00133715,0.00133715,0.0353797
3,37.9482,0.87788,4.93729,1.06484,0.82394,0.06139,0.11581,0.08723,0.97493,2.88831,1.02637,0.00199278,0.00199278,0.002702
4,48.9381,0.89997,4.77023,1.0717,0.85132,0.08302,0.151,0.10777,1.02793,2.76703,1.0815,0.00198675,0.00198675,0.00198675
5,61.493,0.96419,4.64558,1.11533,0.95668,0.05793,0.21662,0.15719,1.08511,2.75181,1.1075,0.00196648,0.00196648,0.00196648
6,73.7929,0.92898,4.49037,1.09806,0.65614,0.17978,0.20852,0.15201,0.9233,2.70447,1.08023,0.0019462,0.0019462,0.0019462
7,87.5846,0.9547,4.30877,1.07616,0.77767,0.18176,0.33489,0.25857,0.98033,2.29145,1.05421,0.00192593,0.00192593,0.00192593
8,99.9544,0.96492,4.26432,1.10854,0.61939,0.2533,0.35132,0.2611,0.98165,2.34931,1.08125,0.00190566,0.00190566,0.00190566
9,113.457,0.99099,4.06501,1.12949,0.61481,0.28498,0.34754,0.24961,1.11092,2.06817,1.15779,0.00188539,0.00188539,0.00188539
10,125.759,1.00435,3.95216,1.12544,0.6525,0.3154,0.33118,0.25193,1.14447,2.29733,1.13215,0.00186512,0.00186512,0.00186512
